,elapsed_time,position,target,method
0,0.03071141242980957,"[212, 194, 87, 90]","[312, 194, 86, 89]",Internal
1,0.15804791450500488,"[213, 194, 91, 90]","[312, 194, 86, 89]",Internal
2,0.26032423973083496,"[213, 195, 94, 89]","[312, 194, 86, 89]",Internal
3,0.3843533992767334,"[215, 195, 100, 90]","[312, 194, 86, 89]",Internal
4,0.4868636131286621,"[215, 195, 106, 90]","[312, 194, 86, 89]",Internal
5,0.6006708145141602,"[216, 194, 111, 90]","[312, 194, 86, 89]",Internal
6,0.7251396179199219,"[221, 192, 126, 87]","[312, 194, 86, 89]",Internal
7,0.8424310684204102,"[218, 194, 124, 91]","[312, 194, 86, 89]",Internal
8,0.9440469741821289,"[212, 194, 127, 89]","[312, 194, 86, 89]",Internal
9,1.0478441715240479,"[231, 192, 132, 93]","[312, 194, 86, 89]",Internal
10,1.167130470275879,"[255, 196, 127, 90]","[312, 194, 86, 89]",Internal
11,1.283607006072998,"[268, 195, 125, 89]","[312, 194, 86, 89]",Internal
12,1.3895800113677979,"[275, 196, 126, 88]","[312, 194, 86, 89]",Internal
13,1.509807825088501,"[286, 197, 130, 91]","[312, 194, 86, 89]",Internal
14,1.631352186203003,"[296, 196, 126, 91]","[312, 194, 86, 89]",Internal
15,1.8670654296875,"[304, 196, 125, 90]","[312, 194, 86, 89]",Internal
16,2.8160040378570557,"[313, 196, 125, 90]","[312, 194, 86, 89]",Internal
17,2.923774242401123,"[327, 196, 126, 92]","[313, 96, 125, 90]",Internal
18,3.0644655227661133,"[328, 191, 121, 89]","[313, 96, 125, 90]",Internal
19,3.182863235473633,"[329, 192, 121, 89]","[313, 96, 125, 90]",Internal
20,3.327498435974121,"[329, 201, 119, 84]","[313, 96, 125, 90]",Internal
21,3.481464147567749,"[330, 201, 119, 82]","[313, 96, 125, 90]",Internal
22,3.6126461029052734,"[331, 192, 120, 82]","[313, 96, 125, 90]",Internal
23,3.8813281059265137,"[332, 179, 121, 84]","[313, 96, 125, 90]",Internal
24,4.0486109256744385,"[331, 158, 113, 84]","[313, 96, 125, 90]",Internal
25,4.194140195846558,"[332, 134, 114, 90]","[313, 96, 125, 90]",Internal
26,4.3161609172821045,"[331, 117, 113, 93]","[313, 96, 125, 90]",Internal
27,4.450904130935669,"[332, 108, 114, 94]","[313, 96, 125, 90]",Internal
28,4.6503777503967285,"[333, 103, 114, 92]","[313, 96, 125, 90]",Internal
29,4.774145603179932,"[334, 97, 114, 91]","[313, 96, 125, 90]",Internal
30,4.88984227180481,"[335, 93, 114, 92]","[313, 96, 125, 90]",Internal
31,5.011586666107178,"[332, 91, 118, 90]","[313, 96, 125, 90]",Internal
32,5.167706727981567,"[332, 81, 115, 93]","[232, 91, 118, 90]",Internal
33,5.399242162704468,"[333, 82, 115, 92]","[232, 91, 118, 90]",Internal
34,5.571888208389282,"[335, 83, 113, 92]","[232, 91, 118, 90]",Internal
35,5.704709768295288,"[344, 82, 114, 91]","[232, 91, 118, 90]",Internal
36,5.871115684509277,"[340, 81, 114, 91]","[232, 91, 118, 90]",Internal
37,5.979435682296753,"[331, 79, 111, 91]","[232, 91, 118, 90]",Internal
38,6.115923643112183,"[328, 79, 111, 91]","[232, 91, 118, 90]",Internal
39,6.233291387557983,"[319, 78, 111, 92]","[232, 91, 118, 90]",Internal
40,6.379446029663086,"[307, 78, 111, 92]","[232, 91, 118, 90]",Internal
41,6.520236492156982,"[291, 78, 110, 91]","[232, 91, 118, 90]",Internal
42,6.669932126998901,"[281, 78, 109, 91]","[232, 91, 118, 90]",Internal
43,6.800253629684448,"[277, 79, 109, 90]","[232, 91, 118, 90]",Internal
