,elapsed_time,position,target,method
0,0.007435798645019531,"[217, 190, 107, 92]","[317, 190, 107, 92]",Internal
1,0.11525487899780273,"[219, 189, 113, 92]","[317, 190, 107, 92]",Internal
2,0.22620820999145508,"[219, 189, 114, 92]","[317, 190, 107, 92]",Internal
3,0.3294527530670166,"[221, 190, 118, 95]","[317, 190, 107, 92]",Internal
4,0.4386250972747803,"[219, 188, 107, 92]","[317, 190, 107, 92]",Internal
5,0.5525131225585938,"[220, 187, 106, 92]","[317, 190, 107, 92]",Internal
6,0.6594173908233643,"[221, 186, 108, 93]","[317, 190, 107, 92]",Internal
7,0.7671563625335693,"[222, 187, 109, 93]","[317, 190, 107, 92]",Internal
8,0.8817329406738281,"[223, 188, 110, 93]","[317, 190, 107, 92]",Internal
9,0.9949095249176025,"[224, 188, 106, 92]","[317, 190, 107, 92]",Internal
10,1.1006290912628174,"[244, 185, 100, 92]","[317, 190, 107, 92]",Internal
11,1.2433421611785889,"[251, 185, 99, 92]","[317, 190, 107, 92]",Internal
12,1.3770627975463867,"[278, 184, 101, 93]","[317, 190, 107, 92]",Internal
13,1.8001561164855957,"[290, 185, 101, 91]","[317, 190, 107, 92]",Internal
14,1.9200429916381836,"[295, 185, 100, 91]","[317, 190, 107, 92]",Internal
15,2.2278106212615967,"[333, 181, 103, 92]","[295, 85, 100, 91]",Internal
16,2.356311798095703,"[333, 180, 103, 92]","[295, 85, 100, 91]",Internal
17,2.459317684173584,"[335, 179, 103, 92]","[295, 85, 100, 91]",Internal
18,2.5624661445617676,"[335, 179, 103, 93]","[295, 85, 100, 91]",Internal
19,2.702542543411255,"[338, 188, 106, 84]","[295, 85, 100, 91]",Internal
20,2.803450584411621,"[339, 186, 106, 84]","[295, 85, 100, 91]",Internal
21,3.987055778503418,"[340, 183, 103, 85]","[295, 85, 100, 91]",Internal
22,4.3519532680511475,"[339, 147, 105, 86]","[295, 85, 100, 91]",Internal
23,4.467757701873779,"[339, 82, 105, 94]","[295, 85, 100, 91]",Internal
24,4.6249167919158936,"[338, 71, 103, 96]","[295, 85, 100, 91]",Internal
25,4.743721008300781,"[337, 72, 101, 94]","[238, 71, 103, 96]",Internal
26,5.056508302688599,"[337, 72, 101, 94]","[238, 71, 103, 96]",Internal
27,5.161691665649414,"[339, 73, 102, 92]","[238, 71, 103, 96]",Internal
28,5.288254499435425,"[342, 73, 102, 92]","[238, 71, 103, 96]",Internal
29,5.509785890579224,"[338, 75, 105, 92]","[238, 71, 103, 96]",Internal
30,5.609890460968018,"[327, 75, 99, 92]","[238, 71, 103, 96]",Internal
31,5.71270227432251,"[321, 75, 102, 92]","[238, 71, 103, 96]",Internal
32,5.840137481689453,"[314, 75, 101, 92]","[238, 71, 103, 96]",Internal
33,5.981865644454956,"[302, 75, 102, 92]","[238, 71, 103, 96]",Internal
34,8.045848369598389,"[296, 75, 101, 92]","[238, 71, 103, 96]",Internal
35,8.150997161865234,"[265, 74, 97, 92]","[238, 71, 103, 96]",Internal
36,8.310405731201172,"[244, 73, 103, 91]","[238, 71, 103, 96]",Internal
37,9.08686351776123,"[244, 76, 100, 89]","[244, 173, 103, 91]",Internal
38,9.206077575683594,"[244, 70, 99, 93]","[244, 173, 103, 91]",Internal
39,9.33315634727478,"[244, 68, 102, 93]","[244, 173, 103, 91]",Internal
40,9.450329542160034,"[244, 62, 101, 95]","[244, 173, 103, 91]",Internal
41,9.628726720809937,"[245, 55, 100, 99]","[244, 173, 103, 91]",Internal
42,9.785254716873169,"[246, 57, 102, 99]","[244, 173, 103, 91]",Internal
43,9.887803316116333,"[247, 63, 101, 100]","[244, 173, 103, 91]",Internal
44,10.071711301803589,"[248, 68, 102, 100]","[244, 173, 103, 91]",Internal
45,10.213929414749146,"[249, 83, 102, 102]","[244, 173, 103, 91]",Internal
46,10.317164659500122,"[251, 96, 104, 99]","[244, 173, 103, 91]",Internal
47,10.471580266952515,"[253, 116, 105, 93]","[244, 173, 103, 91]",Internal
48,10.599159955978394,"[254, 128, 107, 91]","[244, 173, 103, 91]",Internal
49,10.721036195755005,"[255, 135, 106, 89]","[244, 173, 103, 91]",Internal
50,10.859869003295898,"[257, 145, 106, 89]","[244, 173, 103, 91]",Internal
51,10.968505859375,"[257, 146, 106, 90]","[244, 173, 103, 91]",Internal
52,11.090724229812622,"[259, 148, 106, 92]","[244, 173, 103, 91]",Internal
53,11.211278438568115,"[259, 151, 110, 93]","[244, 173, 103, 91]",Internal
54,11.367905855178833,"[259, 152, 109, 93]","[244, 173, 103, 91]",Internal
55,11.484441757202148,"[260, 155, 108, 93]","[244, 173, 103, 91]",Internal
56,11.594992637634277,"[260, 156, 108, 93]","[244, 173, 103, 91]",Internal
57,11.7049081325531,"[260, 158, 107, 93]","[244, 173, 103, 91]",Internal
58,11.816865682601929,"[259, 159, 108, 93]","[244, 173, 103, 91]",Internal
59,11.981574535369873,"[259, 161, 106, 93]","[244, 173, 103, 91]",Internal
60,12.120821952819824,"[258, 162, 106, 93]","[244, 173, 103, 91]",Internal
