,elapsed_time,position,target,method
0,0.10283827781677246,"[60, 145, 66, 91]","[359, 144, 65, 91]",Proportional
1,0.24961590766906738,"[62, 146, 79, 91]","[359, 144, 65, 91]",Proportional
2,0.3215823173522949,"[63, 146, 84, 91]","[359, 144, 65, 91]",Proportional
3,0.4958679676055908,"[63, 146, 87, 91]","[359, 144, 65, 91]",Proportional
4,0.5839810371398926,"[65, 145, 93, 91]","[359, 144, 65, 91]",Proportional
5,0.6567845344543457,"[65, 142, 93, 92]","[359, 144, 65, 91]",Proportional
6,0.8696310520172119,"[66, 141, 93, 92]","[359, 144, 65, 91]",Proportional
7,0.9318218231201172,"[66, 141, 93, 92]","[359, 144, 65, 91]",Proportional
8,1.0200743675231934,"[67, 141, 93, 92]","[359, 144, 65, 91]",Proportional
9,1.1586973667144775,"[67, 141, 93, 92]","[359, 144, 65, 91]",Proportional
10,1.2228424549102783,"[67, 141, 93, 92]","[359, 144, 65, 91]",Proportional
11,1.3399176597595215,"[68, 141, 93, 92]","[359, 144, 65, 91]",Proportional
12,1.4805750846862793,"[68, 141, 93, 92]","[359, 144, 65, 91]",Proportional
13,1.5906805992126465,"[69, 141, 93, 92]","[359, 144, 65, 91]",Proportional
14,1.6305105686187744,"[69, 141, 93, 92]","[359, 144, 65, 91]",Proportional
15,1.7303187847137451,"[69, 141, 93, 92]","[359, 144, 65, 91]",Proportional
16,1.858105182647705,"[70, 141, 93, 92]","[359, 144, 65, 91]",Proportional
17,1.9257748126983643,"[71, 141, 94, 92]","[359, 144, 65, 91]",Proportional
18,2.0365049839019775,"[72, 141, 94, 92]","[359, 144, 65, 91]",Proportional
19,2.1419148445129395,"[74, 141, 95, 92]","[359, 144, 65, 91]",Proportional
20,2.246917724609375,"[77, 140, 97, 91]","[359, 144, 65, 91]",Proportional
21,2.4350335597991943,"[81, 140, 106, 92]","[359, 144, 65, 91]",Proportional
22,2.516817331314087,"[80, 141, 100, 91]","[359, 144, 65, 91]",Proportional
23,2.6301872730255127,"[89, 139, 103, 91]","[359, 144, 65, 91]",Proportional
24,2.7417938709259033,"[93, 139, 104, 91]","[359, 144, 65, 91]",Proportional
25,2.8749186992645264,"[97, 139, 106, 91]","[359, 144, 65, 91]",Proportional
26,2.9990923404693604,"[99, 138, 106, 92]","[359, 144, 65, 91]",Proportional
27,3.0442357063293457,"[105, 138, 108, 92]","[359, 144, 65, 91]",Proportional
28,3.2062296867370605,"[108, 138, 109, 92]","[359, 144, 65, 91]",Proportional
29,3.380664348602295,"[119, 137, 111, 92]","[359, 144, 65, 91]",Proportional
30,3.4381015300750732,"[122, 137, 112, 92]","[359, 144, 65, 91]",Proportional
31,3.582845687866211,"[127, 137, 114, 91]","[359, 144, 65, 91]",Proportional
32,3.6714553833007812,"[131, 136, 115, 91]","[359, 144, 65, 91]",Proportional
33,3.7698004245758057,"[134, 137, 119, 89]","[359, 144, 65, 91]",Proportional
34,3.9278764724731445,"[145, 136, 117, 91]","[359, 144, 65, 91]",Proportional
35,4.170066833496094,"[152, 135, 118, 91]","[359, 144, 65, 91]",Proportional
36,4.401085376739502,"[157, 134, 119, 92]","[359, 144, 65, 91]",Proportional
37,4.446743488311768,"[165, 132, 126, 93]","[359, 144, 65, 91]",Proportional
38,4.652818202972412,"[205.875, -51.375, 606.375, 6.75]","[359, 144, 65, 91]",Proportional
39,4.786542177200317,"[185.96875, 87.65625, 248.34375, 71.4375]","[359, 144, 65, 91]",Proportional
40,4.8640077114105225,"[184, 136, 130, 93]","[359, 144, 65, 91]",Proportional
41,5.003570556640625,"[186, 136, 130, 93]","[359, 144, 65, 91]",Proportional
42,5.081011772155762,"[190, 137, 131, 93]","[359, 144, 65, 91]",Proportional
43,5.238422632217407,"[198, 145, 134, 91]","[359, 144, 65, 91]",Proportional
44,5.295642852783203,"[200, 146, 135, 91]","[359, 144, 65, 91]",Proportional
45,5.39205527305603,"[203, 147, 135, 90]","[359, 144, 65, 91]",Proportional
46,5.536762237548828,"[206, 146, 136, 91]","[359, 144, 65, 91]",Proportional
47,5.752095937728882,"[208, 147, 136, 92]","[359, 144, 65, 91]",Proportional
48,5.820493459701538,"[212, 150, 136, 91]","[359, 144, 65, 91]",Proportional
49,5.951429605484009,"[215, 150, 137, 91]","[359, 144, 65, 91]",Proportional
50,6.02724814414978,"[218, 151, 137, 91]","[359, 144, 65, 91]",Proportional
51,6.115154981613159,"[221, 151, 138, 91]","[359, 144, 65, 91]",Proportional
52,6.218883991241455,"[225, 151, 140, 91]","[359, 144, 65, 91]",Proportional
53,6.387090444564819,"[229, 150, 141, 92]","[359, 144, 65, 91]",Proportional
54,6.562505006790161,"[233, 151, 142, 92]","[359, 144, 65, 91]",Proportional
