,elapsed_time,position,target,method
0,0.19039630889892578,"[57, 84, 91, 91]","[356, 85, 89, 91]",Proportional
1,0.2771570682525635,"[57, 83, 92, 92]","[356, 85, 89, 91]",Proportional
2,0.4888725280761719,"[57, 83, 92, 91]","[356, 85, 89, 91]",Proportional
3,0.5936436653137207,"[57, 82, 93, 92]","[356, 85, 89, 91]",Proportional
4,0.6895081996917725,"[58, 78, 109, 92]","[356, 85, 89, 91]",Proportional
5,0.8002185821533203,"[59, 77, 115, 92]","[356, 85, 89, 91]",Proportional
6,0.9209315776824951,"[58, 75, 122, 92]","[356, 85, 89, 91]",Proportional
7,0.9878091812133789,"[58, 75, 126, 92]","[356, 85, 89, 91]",Proportional
8,1.0872142314910889,"[58, 75, 128, 92]","[356, 85, 89, 91]",Proportional
9,1.2026171684265137,"[58, 75, 129, 92]","[356, 85, 89, 91]",Proportional
10,1.3312263488769531,"[58, 75, 129, 92]","[356, 85, 89, 91]",Proportional
11,1.4299743175506592,"[58, 75, 128, 92]","[356, 85, 89, 91]",Proportional
12,1.5153284072875977,"[58, 75, 128, 92]","[356, 85, 89, 91]",Proportional
13,1.743058204650879,"[58, 75, 129, 92]","[356, 85, 89, 91]",Proportional
14,1.8512821197509766,"[58, 75, 129, 93]","[356, 85, 89, 91]",Proportional
15,1.9016141891479492,"[58, 75, 128, 92]","[356, 85, 89, 91]",Proportional
16,1.9808359146118164,"[58, 75, 129, 92]","[356, 85, 89, 91]",Proportional
17,2.1120073795318604,"[59, 75, 129, 93]","[356, 85, 89, 91]",Proportional
18,2.210552453994751,"[59, 76, 129, 92]","[356, 85, 89, 91]",Proportional
19,2.3494813442230225,"[60, 76, 129, 92]","[356, 85, 89, 91]",Proportional
20,2.455289125442505,"[61, 76, 127, 92]","[356, 85, 89, 91]",Proportional
21,2.6121418476104736,"[62, 76, 127, 92]","[356, 85, 89, 91]",Proportional
22,2.763484477996826,"[65, 76, 127, 92]","[356, 85, 89, 91]",Proportional
23,2.8010456562042236,"[67, 76, 125, 92]","[356, 85, 89, 91]",Proportional
24,2.92853045463562,"[71, 76, 124, 92]","[356, 85, 89, 91]",Proportional
25,2.9983580112457275,"[75, 76, 123, 92]","[356, 85, 89, 91]",Proportional
26,3.1881790161132812,"[79, 75, 122, 92]","[356, 85, 89, 91]",Proportional
