,x,y,z,yaw
0,34.910203021852226,266.73793370658564,307.0630996624178,83.55332776215981
1,55.97366381154501,144.026336188455,140.7168077082421,167.80750385028256
2,335.29151852587404,113.94022685065505,176.42390157308176,56.83940884509848
3,-56.07330674938076,382.90982709412003,165.2246349508656,98.31171198181337
4,154.01882796338407,132.7414475242799,172.88057525353233,89.99625950170271
5,369.67965450922367,116.16242054502709,174.77757240185682,51.206286302410454
6,-98.16749655684313,456.3459834170207,173.49792464121418,102.35418098912152
7,49.164603434315694,150.8353965656843,147.69691396759504,171.6317076494201
8,-7.281115680715703,402.9580108312402,176.92110076470215,91.08206962101836
9,-90.48063696876419,395.1855058670322,176.09642761251513,103.54970443938419
10,-98.53722094518278,402.49127050430593,177.79325346965345,104.62967889878135
11,-40.472868558679785,411.7211057096964,172.13658854301445,95.99454554240504
12,-36.30416375475451,409.27288069267667,168.1288197455465,95.39502865628859
13,81.49564676426155,469.1717927244944,163.1201805490664,79.70698802777227
14,-43.87622129787339,414.3078790430394,159.05241393586653,96.28376405228555
15,381.7620532300486,134.2196712940764,165.48100565722285,50.55975385556819
16,-40.72528456136996,415.65184787328167,155.51243052059957,95.77289849052512
17,-74.99140374665609,413.6411563470913,155.51091161670433,100.57607125253047
18,-3.497735475882538,418.70622957937127,151.27260959526194,90.48713507795104
19,21.92064067919147,416.9118539730052,149.9509765588655,86.94971430851646
20,87.18600552092548,407.762513685242,147.14540666016381,77.78841140348486
21,-33.36970414031227,435.95486907860374,143.67289372631694,94.35518049600734
22,5.279327990564665,435.44072163118716,138.79171142531547,89.31396869976172
23,-49.69871857240244,431.50651929827904,135.26934642857543,96.47830060579622
24,-74.76975466747572,423.18829596799407,138.02080926145558,100.02453509539298
25,5.07521396076141,430.51221414455864,137.6176511254323,89.32440688666972
26,-13.800355105632642,429.2736540240233,134.5016352178758,91.82653739665456
27,-75.2328579977907,414.25362110678253,134.254657895378,100.18631937616553
28,-12.720703159278816,428.84680893527263,135.0198789217321,91.68538815417968
29,-25.07625592658401,425.0838971250343,135.20212178641452,93.34283316878647
30,-23.3437241545172,424.369744147492,133.67061344551578,93.10280398825498
31,42.770914452438085,422.74589000380075,134.3308248758511,84.31655918324631
32,20.081278199049095,419.03973778375143,133.82578336790988,87.30023665837673
33,20.081278199049095,419.03973778375143,133.82578336790988,87.30023665837673
34,-16.8491925227847,423.40416433072636,133.96659251485434,92.23359626632491
35,-16.26431748657723,421.0119244569454,134.12589214572998,92.16440613902765
36,17.196571458163277,415.2375495559313,133.59121855071626,87.68616311603962
37,185.95322561740568,116.77769175802942,152.75578167133162,83.65749054732755
38,313.85410907030047,111.08145231683935,153.94281193398825,60.49928057465455
39,254.87634881210067,117.29248418007623,153.91171888236406,70.87297873548863
40,-10.089686408437675,411.7929230604954,133.11299650886616,91.36273265777392
41,28.21994210621232,411.46047326232394,133.32497769268176,86.19517381808016
42,101.4182979325047,398.30748449332134,132.8595974309235,76.14451122094947
43,4.615447600117172,406.88073365724927,133.14676842137177,89.3703633125122
44,99.85760717813545,404.15809620829486,134.31975319085632,76.56083275490765
45,100.86866475852781,402.1033201750491,134.47279886068912,76.37194333108516
46,-47.342041567302196,397.5044009192001,133.17257926017126,96.41824011707021
47,105.2941588332495,392.11616575529035,134.89866530033365,75.52083385991827
48,10.956910587932654,189.04308941206733,111.84322211971931,175.87583789433626
49,11.70704894876188,188.2929510512381,112.11425197714948,175.37547766801057
50,-16.85967425543685,405.38499649462653,136.507583115671,92.27060336405157
51,84.70938413621654,391.0249678181212,136.42761208221987,78.39925298479497
52,-16.881439013119756,400.2648212535977,137.0111231504904,92.28458363036047
53,-16.63484500114292,399.0765231646458,137.52514014002637,92.25485088926676
54,6.521866825289844,393.2496329578255,137.07243060296437,89.10508608281485
55,-16.473711932054492,390.15755117380917,138.53514666937372,92.25338262134665
56,183.64040168774497,67.62167803482848,151.24786391402847,83.44138494753783
57,166.48126036907286,57.21520178990255,151.74194492360257,87.15815840155271
58,-22.40893994980166,367.2697533873712,136.92698818135878,93.14384222440819
